"","isoform","gene","group","prop","count","isoform_counts","gene_counts"
"2588","NM_002403&NM_000994","MFAP2&RPL32","MFAP2&RPL32",0.25,0.25,"132.5&5309.02","0&5309.02"
"2589","NM_017459&NM_000994","MFAP2&RPL32","MFAP2&RPL32",0.25,0.25,"0&5309.02","0&5309.02"
"2590","undefined","undefined","MFAP2&RPL32",0,0,"undefined","undefined"
"2591","undefined","undefined","ATP13A2&MFAP2",1,1,"undefined","undefined"
"2592","undefined","undefined","ATP13A2&PADI2",1,1,"undefined","undefined"
"2593","NM_001101&NM_001141973","ACTB&ATP13A2","ACTB&ATP13A2",0.5,0.5,"8798&53.28","8798&53.28"
"2594","NM_001101&NM_022089","ACTB&ATP13A2","ACTB&ATP13A2",0.5,0.5,"8798&85.72","8798&53.28"
"2595","undefined","undefined","ACTB&ATP13A2",0,0,"undefined","undefined"
"2596","NM_003000&NR_073480","SDHB&ZNF689","SDHB&ZNF689",1,1,"202&1.35","202&33.65"
"2597","undefined","undefined","SDHB&ZNF689",0,0,"undefined","undefined"
"2598","NM_018715&NM_006761","RCC2&YWHAE","RCC2&YWHAE",1,1,"376.14&2051.14","54.86&2051.14"
"2599","undefined","undefined","RCC2&YWHAE",0,0,"undefined","undefined"
"2600","NM_002391&NM_001136204","MDK&RCC2","MDK&RCC2",0.5,0.5,"882.84&54.86","66.54&54.86"
"2601","NM_002391&NM_018715","MDK&RCC2","MDK&RCC2",0.5,0.5,"882.84&376.14","66.54&54.86"
"2602","undefined","undefined","MDK&RCC2",0,0,"undefined","undefined"
"2603","undefined","undefined","RBPMS2&RCC2",1,1,"undefined","undefined"
"2604","undefined","undefined","DGKI&RCC2",1,1,"undefined","undefined"
"2605","NM_001436&NM_000852&NM_001136204","FBL&GSTP1&RCC2","FBL&GSTP1&RCC2",0.5,0.5,"1332&2718&54.86","1332&2718&54.86"
"2606","NM_001436&NM_000852&NM_018715","FBL&GSTP1&RCC2","FBL&GSTP1&RCC2",0.5,0.5,"1332&2718&376.14","1332&2718&54.86"
"2607","undefined","undefined","FBL&GSTP1&RCC2",0,0,"undefined","undefined"
"2608","undefined","undefined","ARHGEF10L&MKS1",1,1,"undefined","undefined"
"2609","NM_001011722&NM_133452","ARHGEF10L&RAVER1","ARHGEF10L&RAVER1",0.5,0.5,"20&71","20&71"
"2610","NM_018125&NM_133452","ARHGEF10L&RAVER1","ARHGEF10L&RAVER1",0.5,0.5,"0&71","20&71"
"2611","undefined","undefined","ARHGEF10L&RAVER1",0,0,"undefined","undefined"
"2612","undefined","undefined","ALDH4A1&undefined",1,1,"undefined","undefined"
"2613","NM_001161504&NM_002634","ALDH4A1&PHB","ALDH4A1&PHB",0.5,0.5,"0&697.23","0&24.09"
"2614","NM_003748&NM_002634","ALDH4A1&PHB","ALDH4A1&PHB",0.5,0.5,"78.75&697.23","0&24.09"
"2615","undefined","undefined","ALDH4A1&PHB",0,0,"undefined","undefined"
"2616","NM_001025&NM_020765","RPS23&UBR4","RPS23&UBR4",1,1,"6060&83","6060&83"
"2617","undefined","undefined","RPS23&UBR4",0,0,"undefined","undefined"
"2618","NM_001271427&NM_006098","EMC1&GNB2L1","EMC1&GNB2L1",0.333333333333333,0.333333333333333,"23.67&5538","23.67&5538"
"2619","NM_001271428&NM_006098","EMC1&GNB2L1","EMC1&GNB2L1",0.333333333333333,0.333333333333333,"23.67&5538","23.67&5538"
"2620","NM_015047&NM_006098","EMC1&GNB2L1","EMC1&GNB2L1",0.333333333333333,0.333333333333333,"23.67&5538","23.67&5538"
"2621","undefined","undefined","EMC1&GNB2L1",0,0,"undefined","undefined"
"2622","undefined","undefined","AKR7A2&undefined",1,1,"undefined","undefined"
"2623","undefined","undefined","CAPZB&PQLC2",1,1,"undefined","undefined"
"2624","NM_001007214&NM_001206540","CACYBP&CAPZB","CACYBP&CAPZB",0,0,"19.98&3.2","19.98&3.2"
"2625","NM_001007214&NM_004930","CACYBP&CAPZB","CACYBP&CAPZB",0,0,"19.98&808.26","19.98&3.2"
"2626","NM_014412&NM_001206540","CACYBP&CAPZB","CACYBP&CAPZB",0,0,"627.02&3.2","19.98&3.2"
"2627","NM_014412&NM_004930","CACYBP&CAPZB","CACYBP&CAPZB",0,0,"627.02&808.26","19.98&3.2"
"2628","undefined","undefined","CACYBP&CAPZB",1,1,"undefined","undefined"
"2629","NM_004930&NM_006402","CAPZB&LAMTOR5","CAPZB&LAMTOR5",1,1,"808.26&100","3.2&100"
"2630","undefined","undefined","CAPZB&LAMTOR5",0,0,"undefined","undefined"
"2631","undefined","undefined","CAPZB&PCNP",1,1,"undefined","undefined"
"2632","NM_004930&NM_014342","CAPZB&MTCH2","CAPZB&MTCH2",0,0,"808.26&303","3.2&303"
"2633","undefined","undefined","CAPZB&MTCH2",1,1,"undefined","undefined"
"2634","NM_001206540&NM_001022","CAPZB&RPS19","CAPZB&RPS19",0.25,0.25,"3.2&7079","3.2&7079"
"2635","NM_001206541&NM_001022","CAPZB&RPS19","CAPZB&RPS19",0.25,0.25,"0&7079","3.2&7079"
"2636","NM_001282162&NM_001022","CAPZB&RPS19","CAPZB&RPS19",0.25,0.25,"2.54&7079","3.2&7079"
"2637","NM_004930&NM_001022","CAPZB&RPS19","CAPZB&RPS19",0.25,0.25,"808.26&7079","3.2&7079"
"2638","undefined","undefined","CAPZB&RPS19",0,0,"undefined","undefined"
"2639","NM_004930&NM_000993","CAPZB&RPL31","CAPZB&RPL31",1,1,"808.26&5368.61","3.2&5368.61"
"2640","undefined","undefined","CAPZB&RPL31",0,0,"undefined","undefined"
"2641","undefined","undefined","CAPZB&MAZ",1,1,"undefined","undefined"
"2642","NM_004930&NM_001012","CAPZB&RPS8","CAPZB&RPS8",1,1,"808.26&6322","3.2&6322"
"2643","undefined","undefined","CAPZB&RPS8",0,0,"undefined","undefined"
"2644","undefined","undefined","CAPZB&PTPRG",1,1,"undefined","undefined"
"2645","undefined","undefined","ADPRHL1&CAPZB&undefined",1,1,"undefined","undefined"
"2646","NM_004930&NM_017768","CAPZB&LRRC40","CAPZB&LRRC40",1,1,"808.26&66","3.2&66"
"2647","undefined","undefined","CAPZB&LRRC40",0,0,"undefined","undefined"
"2648","NM_004930&NM_018457","CAPZB&PRR13","CAPZB&PRR13",1,1,"808.26&249.7","3.2&3.3"
